,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,Th_ng,Th_ng_1s,Sm_ng,Sm_ng_1s,He_pmol,He_pmol_1s,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
JIDur-4,,,29.73437481,1.821278702,6.125162252,NaN,1,29.73437481,1.821278702,6.125162252,0.087857572,0.00256779,2.101287035,0.149937688,1.312838727,0.106056423,0.094355218,0.000758858,NaN,0,0,0,0
URLAp114.9-1,,Terminations present but rounded. No inclusions,550.7555073,21.47602786,3.899375962,54.37944516,0.726724193,409.5073959,16.05256168,3.919968686,0.019293339,0.000843066,0.030594447,0.002715984,1.106893385,0.057104089,0.063415675,0.000521566,3.25E-06,5.94479691,9.426972267,341.0636284,8.160135393
URLAp114.9-2,,,381.3824026,10.64553877,2.791303086,61.03820803,0.755436944,291.4387959,8.088047366,2.775213005,0.064707897,0.002088919,0.085337002,0.004226277,1.403317268,0.047350504,0.139154859,0.001120554,4.42E-06,14.62861822,19.29227304,317.2501888,19.16230239
URLAp114.9-3,,A little bit from the side missing,649.8295637,55.65486996,8.56453339,40.38698916,0.644829723,432.2846367,37.12194645,8.587385092,0.008555131,0.000794616,0.010346263,0.002332345,0.353993105,0.019765196,0.02754922,0.000258504,1.53E-06,5.592347794,6.763181158,231.3994459,7.181695366
URLAp114.9-4,,,494.4874135,28.77580358,5.819319723,50.1384759,0.701980009,354.619417,20.60015441,5.809088114,0.014145045,0.00112043,0.035596094,0.003201346,0.780208478,0.029308682,0.046048858,0.00041273,2.41E-06,5.867794813,14.76634221,323.6541987,9.337885232
URLAp114.9-5,,,157.1042982,8.126071904,5.172405847,39.39621698,0.640109448,101.8440133,5.338581254,5.241919559,0.020668594,0.00107943,0.015601959,0.003103267,0.437401825,0.018404038,0.013775239,0.000129476,1.52E-06,13.6271864,10.28665983,288.387111,16.04455147
URLAp114.9-6,,"Maybe a single tiny black dot on the left side. Slants toward pyramid present, but no pyramid",3106.205338,1379.916424,44.42450752,35.70768912,0.609404236,2207.533541,969.2295886,43.90554302,0.001459371,0.000341238,0.000807152,0.002414306,0.167774097,0.011117352,0.027153353,0.000245945,8.28E-07,1.761811056,0.97442552,202.5435365,1.990801054
URLAP114.9-7,,Middle section,593.2404036,27.01152641,4.55321759,55.13220867,0.729899943,441.847894,19.93169489,4.510985603,0.022797032,0.001329414,0.0374913,0.002478995,0.926284074,0.049163227,0.080713531,0.00065901,3.25E-06,7.014728407,11.53620725,285.0209237,9.725737111
URLAP114.9-8,,,404.4353101,21.42130224,5.296595452,51.38456092,0.709504119,291.9732981,15.46235362,5.295810856,0.014512005,0.000988148,0.032599484,0.002933048,0.632122411,0.036955566,0.036936042,0.000317295,2.35E-06,6.177734823,13.8775429,269.0933987,9.438957405
JIDur-5,,,27.508206,13.2827283,48.2864215,NaN,1,27.508206,13.2827283,48.2864215,0.069249406,0.001328542,1.714868335,0.969543997,0.742431261,0.048041136,0.070809787,0.000605778,NaN,0,0,0,0
JI38.45Ap-8,,"1 little inclusion, fragments of a micron. 1 solid peak",367.7373807,9.377081879,2.549939813,48.1820736,0.698265809,259.2185984,6.492565924,2.504668247,0.200040115,0.005815689,0.190760829,0.004476943,0.187055182,0.007368228,0.350255778,0.002793552,2.91E-06,68.8462537,65.65267391,64.37733027,84.27463207
JI38.45Ap-9,,,379.1179342,5.817705349,1.534537099,44.48526002,0.671069359,256.9595051,3.905627669,1.519938975,0.163804888,0.002528351,0.294560365,0.007035964,0.239811236,0.013654627,0.330174197,0.002630139,2.60E-06,62.9636907,113.2237747,92.17918139,89.57127776
JI38.45Ap-10,,,408.2954518,6.474325423,1.58569619,43.45104795,0.669560061,276.6445172,4.329590067,1.565037367,0.156053049,0.002344949,0.131364438,0.003994985,0.272967597,0.013949674,0.28604353,0.002283413,2.71E-06,57.47835994,48.38490827,100.5410014,68.84881339
JI38.45AP-11,,"Each end has a little nibble coming out, but it's extremely minor. No inclusions",507.4930892,7.447249029,1.467458215,53.79707938,0.723267514,371.126174,5.368697165,1.44659621,0.358282273,0.005457497,0.63109259,0.011492456,0.371606487,0.016568177,1.045451353,0.008272509,4.05E-06,88.48522634,155.8613835,91.77591705,125.1126515
JIDur-6,,,45.45109346,17.35780445,38.19007009,NaN,1,45.45109346,17.35780445,38.19007009,0.039281609,0.00096069,0.770712334,0.357691563,0.469392339,0.055383072,0.054660873,0.000463986,NaN,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
